FID,BETA,FLUX_BETA,PIVOT_BETA,REDSHIFT,A,SIGMA,FLUX_LA,EW_LA
2426_169_10_971,-3.0361739820087466,193952154679.5609,2000.0,8.23,1493439409650.379,10.0,18598000965694.24,42.58038071009778
2426_169_10_972,-3.1076771025526386,191657495506.7585,2000.0,8.23,1599248570925.8948,10.0,19915656620731.504,44.52994003069809
2426_169_10_973,-2.9321660379937433,200171975630.39407,2000.0,8.23,1885738704922.9216,10.0,23483356625371.082,54.862449470277554
2426_169_10_974,-3.0540424551549514,192078343177.51056,2000.0,8.23,1836387858258.383,10.0,22868783922927.277,52.40110797323862
2426_169_10_975,-3.0185131621987895,194037844470.58194,2000.0,8.23,1463301843967.2039,10.0,18222693824301.355,42.07084451383438
2426_169_10_976,-3.07834447315741,194681192234.38947,2000.0,8.23,1269858132735.183,10.0,15813713382876.66,35.32100516586513
2426_169_10_977,-2.9864404691965687,197903049495.85687,2000.0,8.23,1310067631094.775,10.0,16314447650694.621,37.523833316105836
2426_169_10_978,-3.036783300881976,194579853945.85657,2000.0,8.23,1884281459208.7295,10.0,23465209349341.89,53.534376013953676
2426_169_10_979,-3.0211481490147576,195164554400.90927,2000.0,8.23,1653728954057.4893,10.0,20594108127733.047,47.209305413864854
2426_169_10_980,-3.08803060491463,192251620444.08618,2000.0,8.23,1603835952863.146,10.0,19972783902325.73,44.957094670185995
2426_169_10_981,-3.035574317457637,194169585641.75757,2000.0,8.23,1559391488831.798,10.0,19419311039862.38,44.42425039400932
2426_169_10_982,-3.0123079678562683,196397876379.2828,2000.0,8.23,1855786038358.492,10.0,23110352057465.113,52.87690904663332
2426_169_10_983,-3.05414854018156,196952352904.62927,2000.0,8.23,1338709574944.7668,10.0,16671129613109.295,37.252611658677026
2426_169_10_984,-3.049289158128516,191854012428.33173,2000.0,8.23,1602632889423.4258,10.0,19957801992199.938,45.892846670881546
2426_169_10_985,-3.0616767377521867,196372761628.1394,2000.0,8.23,1229901405938.2534,10.0,15316126913179.008,34.197427780199355
2426_169_10_986,-3.0638290142250666,195416937409.30417,2000.0,8.23,1484082322128.588,10.0,18481475901709.82,41.42237434594319
2426_169_10_987,-3.0152640609488492,191911197252.27194,2000.0,8.23,1686599251434.131,10.0,21003446342864.62,49.10747473307943
2426_169_10_988,-3.0593753595537954,198469789808.21487,2000.0,8.23,1478564344632.2288,10.0,18412759788995.227,40.723737356758605
2426_169_10_989,-3.047169561628994,195201595128.91028,2000.0,8.23,1163793866832.6338,10.0,14492880875756.033,32.78933907245151
2426_169_10_990,-3.053754140281508,196774108612.3971,2000.0,8.23,1490452409577.261,10.0,18560803453772.83,41.52091677133559
2426_169_10_991,-3.0726321988884937,194123657930.25323,2000.0,8.23,1623258740311.2332,10.0,20214658475463.293,45.40940104557546
2426_169_10_992,-3.0191421289639946,193835864888.2826,2000.0,8.23,1654914230351.9492,10.0,20608868532156.914,47.61449258503403
2426_169_10_993,-2.9448539335167037,197878869392.98856,2000.0,8.23,1727964925742.0447,10.0,21518578624598.95,50.53474302170764
2426_169_10_994,-3.0825961009907537,189087586412.7382,2000.0,8.23,1622012069354.0815,10.0,20199133515083.12,46.35258611717853
2426_169_10_995,-3.008459216243904,197721193214.669,2000.0,8.23,1426045503518.6135,10.0,17758735627427.918,40.43774942882246
2426_169_10_996,-2.987937442862503,195899193575.25314,2000.0,8.23,1475494131873.775,10.0,18374526018359.707,42.662593081601514
2426_169_10_997,-2.9996367832804034,194948377284.17834,2000.0,8.23,1873324597873.3562,10.0,23328762087819.61,54.113685609778514
2426_169_10_998,-3.03042281704799,198143518571.68454,2000.0,8.23,1454441069494.3333,10.0,18112349413180.035,40.70763350540165
2426_169_10_999,-3.0417367261846695,195352211656.52225,2000.0,8.23,1445843818004.9575,10.0,18005286689062.45,40.81476135012984
2426_169_10_1000,-3.0387876199572834,194962246839.0392,2000.0,8.23,1468303328546.8076,10.0,18284977981556.29,41.59267880928678
2426_169_10_1001,-3.043074952373462,194101292716.8329,2000.0,8.23,1319329580046.2427,10.0,16429787941322.105,37.45845318796552
2426_169_11_1002,-3.0769470478083836,189778240514.03406,2000.0,8.23,1562869432058.7446,10.0,19462622332624.184,44.625198951969615
2426_169_11_1003,-2.9812315794925444,192895371070.46164,2000.0,8.23,1410313612152.4595,10.0,17562824277473.373,41.551405261634216
2426_169_11_1004,-2.9569794619658776,193226458553.45685,2000.0,8.23,1697011422162.2002,10.0,21133110499310.67,50.51866794981592
2426_169_11_1005,-3.019940036440842,189815619844.90775,2000.0,8.23,1632585114799.8608,10.0,20330801065932.72,47.94786033166359
2426_169_11_1006,-3.0592738761139415,193247737460.2801,2000.0,8.23,1348082558242.6,10.0,16787852629321.482,38.1351812565688
2426_169_11_1007,-3.03104709173052,192881593293.46606,2000.0,8.23,1098532444281.9513,10.0,13680171641101.3,31.575247959249587
2426_169_11_1008,-3.0546770268395704,195527408129.40207,2000.0,8.23,1173046587143.5073,10.0,14608106240886.318,32.87190848617856
2426_169_11_1009,-3.063721736923921,194995349353.6528,2000.0,8.23,1344082277996.7385,10.0,16738036603713.188,37.59793459695292
2426_169_11_1010,-3.0089670345581876,193241354489.6039,2000.0,8.23,1466017995645.512,10.0,18256518424890.92,42.52421294363626
2426_169_11_1011,-3.0947394513551223,194640476163.1449,2000.0,8.23,994099567075.7872,10.0,12379655035887.87,27.431843238353867
2426_169_11_1012,-3.0391354023684074,192529396066.81046,2000.0,8.23,1365336830528.329,10.0,17002722392740.588,39.15788420748666
2426_169_11_1013,-3.0775708581120913,185251493684.2459,2000.0,8.23,1308643429738.2935,10.0,16296711880477.21,38.267374399776784
2426_169_11_1014,-2.993946483873387,189452701819.89743,2000.0,8.23,1486047170695.2502,10.0,18505944424037.617,44.29711085647757
2426_169_11_1015,-3.053373126842009,191013657486.94922,2000.0,8.23,1449903421008.2183,10.0,18055841468912.973,41.617288429754474
2426_169_11_1016,-3.0257478624963134,194144964024.7094,2000.0,8.23,1347195193071.4822,10.0,16776802152012.037,38.57220239052503
2426_169_11_1017,-3.0309801479880583,190731795926.04224,2000.0,8.23,1292712013816.0715,10.0,16098315824506.166,37.57662949512388
2426_169_11_1018,-3.0392118002879,195619408770.77185,2000.0,8.23,1268725631934.036,10.0,15799610198738.57,35.81093992485265
2426_169_11_1019,-3.051326640918343,194204112382.86063,2000.0,8.23,1663955636551.6194,10.0,20721462374361.777,47.02456354742457
2426_169_11_1020,-3.0470180748404627,194023422931.62976,2000.0,8.23,1319697926769.0188,10.0,16434375012388.822,37.41046234328091
2426_169_11_1021,-3.0700797000803073,192887299353.1648,2000.0,8.23,967651094883.7454,10.0,12050288669773.363,27.277423318642057
2426_169_11_1022,-3.0671322168914212,192701452246.08026,2000.0,8.23,1157510385978.3164,10.0,14414631847210.662,32.70884118776958
2426_169_11_1023,-3.0237582577194653,188469632393.0626,2000.0,8.23,1279365116472.755,10.0,15932105124509.885,37.77054026344091
2426_169_11_1024,-3.1253744973041195,188476915332.85144,2000.0,8.23,1270590304091.481,10.0,15822831210827.021,35.660239030192116
2426_169_11_1025,-3.0573522845189354,188585943296.54205,2000.0,8.23,1163497932615.7834,10.0,14489195567322.896,33.75945071043856
2426_169_11_1026,-3.032004710894664,189987782968.63046,2000.0,8.23,1533355727186.7617,10.0,19095084213458.8,44.72341228088008
2426_169_11_1027,-3.0095444833646496,186314931350.4883,2000.0,8.23,1298077007008.0593,10.0,16165126803191.195,39.041369376209204
2426_169_11_1028,-2.9677778221392335,192742152463.1048,2000.0,8.23,1806800772091.909,10.0,22500331976674.58,53.63314986233196
2426_169_11_1029,-3.087010251531614,191571580366.5191,2000.0,8.23,1239022565608.4353,10.0,15429713936032.523,34.87200940849889
2426_169_11_1030,-3.0013247592021592,193916805891.62808,2000.0,8.23,1213092204633.0789,10.0,15106799678283.441,35.19874874898629
2426_169_11_1031,-3.003808234506973,195683657609.58893,2000.0,8.23,1127669948791.6157,10.0,14043024886775.006,32.38467417687922
2426_169_11_1032,-3.0586170776840267,189552288014.61063,2000.0,8.23,1241035060364.6582,10.0,15454775802739.555,35.80310752595905
2426_169_11_1033,-3.083122021206352,190693221916.91428,2000.0,8.23,1512551433076.3982,10.0,18836005552848.324,42.84933927762692
2426_169_11_1034,-3.001323773044494,193519381757.15805,2000.0,8.23,1086720524488.8578,10.0,13533076222097.94,31.596754602795396
2426_169_11_1035,-3.033709486964285,190878087280.35092,2000.0,8.23,1191940378744.316,10.0,14843393157896.047,34.57384452982373
2426_169_11_1036,-3.065780573321791,194720962100.2373,2000.0,8.23,1422661695963.656,10.0,17716596618795.79,39.8112967617103
2426_169_11_1037,-3.0512305419986467,194185280967.81482,2000.0,8.23,1244949971177.7026,10.0,15503528711368.541,35.18826182533984
2426_169_11_1038,-3.0057039128594734,191260035981.46768,2000.0,8.23,1220516404225.4456,10.0,15199254230035.67,35.82793162373087
2426_169_11_1039,-3.028118546789334,193494650445.90503,2000.0,8.23,1319864666992.2688,10.0,16436451450718.346,37.87198621918442
2426_169_11_1040,-3.0761448624925767,191271848986.9562,2000.0,8.23,1244731728054.2383,10.0,15500810900525.516,35.27783877577753
2426_169_11_1041,-3.061381478653745,195346991186.9362,2000.0,8.23,1024055531187.4323,10.0,12752700668590.904,28.627603208130132
2426_169_11_1042,-3.0147977236845613,195324828951.50797,2000.0,8.23,1112699943079.653,10.0,13856601400901.746,31.83885352231731
2426_169_11_1043,-3.018965975163451,189127559301.90607,2000.0,8.23,1487783827928.455,10.0,18527571249131.094,43.875380528870956
2426_169_11_1044,-3.0333274627260725,192410576995.89792,2000.0,8.23,1357954803735.748,10.0,16910793024511.75,39.083024172167065
2426_169_11_1045,-2.98785149946693,190581731535.16455,2000.0,8.23,1515965748984.513,10.0,18878524486087.918,45.057709126227465
2426_169_11_1046,-2.9887971209270603,195351910444.34415,2000.0,8.23,1261183862248.7751,10.0,15705691530874.863,36.552521465667795
2426_169_11_1047,-2.9978637468392724,196295532992.37808,2000.0,8.23,1414642296037.5261,10.0,17616729957579.61,40.619366959974
2426_169_11_1048,-3.083665342869256,190320803187.82385,2000.0,8.23,1346354624263.592,10.0,16766334436080.709,38.20542248912935
2426_169_11_1049,-3.026028852018031,188877688835.02158,2000.0,8.23,1682435142804.6338,10.0,20951590140455.47,49.50704222255502
2426_169_11_1050,-3.0146615226247317,189777395640.39035,2000.0,8.23,1579204842079.2822,10.0,19666049381203.336,46.51148769219312
2426_169_11_1051,-3.0410896102570693,194087316918.55875,2000.0,8.23,1347013020632.0222,10.0,16774533534227.41,38.285005714749985
2426_169_11_1052,-3.051059099418317,192486712932.01413,2000.0,8.23,1540238847546.1826,10.0,19180800633063.312,43.92245385377309
2426_169_11_1053,-3.0327256629248107,187926972865.93076,2000.0,8.23,1739891415404.351,10.0,21667100797526.508,51.285534666864955
2426_169_11_1054,-3.0342749773364037,192844342129.16666,2000.0,8.23,905317182225.1285,10.0,11274036107848.639,25.98488823655491
2426_169_11_1055,-2.9635859298586396,196171110310.74966,2000.0,8.23,1431484116496.3416,10.0,17826463403163.734,41.83668524070829
2426_169_11_1056,-2.9971244719969277,193357476684.68582,2000.0,8.23,1210289127841.613,10.0,15071892587618.945,35.29269949569242
2426_169_11_1057,-2.980492452883212,197240798210.25647,2000.0,8.23,1214494941950.9514,10.0,15124268153953.648,35.00664893924957
2426_169_11_1058,-3.0076186958764786,195871206939.86087,2000.0,8.23,1185890518676.3142,10.0,14768053440288.52,33.959593571063245
2426_169_11_1059,-3.0348543483045956,195874838673.50894,2000.0,8.23,1244916421544.1133,10.0,15503110913288.572,35.1692664944493
2426_169_11_1060,-3.0594503574785663,192298607428.21832,2000.0,8.23,1111929758666.9714,10.0,13847010191269.633,31.60725737022478
2426_169_11_1061,-3.063442624630396,196728775307.07047,2000.0,8.23,1249486121090.999,10.0,15560017993707.602,34.648645521569826
2426_169_11_1062,-2.991591008448709,193403594631.53433,2000.0,8.23,1423049851086.527,10.0,17721430366521.574,41.601433624273845
2426_169_11_1063,-3.011716396877384,194005351190.32355,2000.0,8.23,1338068547059.3425,10.0,16663146807007.408,38.6071248666548
2426_169_11_1064,-3.017762065772087,194249310398.9046,2000.0,8.23,1251783959462.4763,10.0,15588633282667.828,35.96383448343173
2426_169_11_1065,-3.0688005206917794,192666034153.11853,2000.0,8.23,1623331680321.5718,10.0,20215566807179.965,45.842339206371015
2426_169_11_1066,-3.0131012951280067,189734163820.91217,2000.0,8.23,1339306441004.9067,10.0,16678562466086.889,39.48552296388091
2426_169_11_1067,-3.0151432369908386,194964997094.2953,2000.0,8.23,1546444941221.9675,10.0,19258085948710.94,44.32410173467834
2426_169_11_1068,-3.021825986850083,192534829099.42877,2000.0,8.23,1162702039354.159,10.0,14479284201952.04,33.63387046469252
2426_169_11_1069,-2.973006851922535,190980193404.08157,2000.0,8.23,1533635746671.951,10.0,19098571333607.312,45.82510021560606
2426_169_11_1070,-3.021728765931751,195625656911.79883,2000.0,8.23,1302520569608.5447,10.0,16220463083324.78,37.08493374054511
2426_169_11_1071,-3.0060407679949073,194439648797.7918,2000.0,8.23,1353025285435.3503,10.0,16849405072969.3,39.061653720814476
2426_169_11_1072,-3.048079523501591,190614189743.02176,2000.0,8.23,1659235018597.6736,10.0,20662675886809.05,47.85154449154149
2426_169_11_1073,-3.01012293620006,196236818478.35202,2000.0,8.23,1109084531766.2097,10.0,13811578199649.445,31.661491722876953
2426_169_11_1074,-3.0679837320431598,188920375584.7608,2000.0,8.23,1670550798021.778,10.0,20803592803355.637,48.13069021002147
2426_169_11_1075,-2.9370733962677447,193341897875.18665,2000.0,8.23,1489132706306.623,10.0,18544369012212.523,44.744915187914685
2426_169_11_1076,-3.002975895817887,193672739393.8533,2000.0,8.23,1558483211350.8804,10.0,19408000138758.473,45.24031470051089
2426_169_11_1077,-3.012051124945547,191603726214.7794,2000.0,8.23,1148289944903.6484,10.0,14299808459731.59,33.54115935587611
2426_169_11_1078,-3.052620274365419,193302535525.85352,2000.0,8.23,1104494682365.2542,10.0,13754420190399.277,31.33920143614861
2426_169_11_1079,-3.0370447305098316,193485029626.76215,2000.0,8.23,1296641955557.0742,10.0,16147255915293.914,37.042563974213095
2426_169_11_1080,-2.9616813972011866,193011599627.23267,2000.0,8.23,1196649165591.3064,10.0,14902032311089.467,35.57958399829637
2426_169_11_1081,-2.9430670124124343,199177275354.72894,2000.0,8.23,1399351455267.3547,10.0,17426311069761.12,40.693758665384365
2426_169_11_1082,-3.022215943178575,190017303496.24097,2000.0,8.23,1490546666426.952,10.0,18561977246944.652,43.68032473248935
2426_169_11_1083,-3.104611655816527,190724072933.27747,2000.0,8.23,1390405851313.2747,10.0,17314910265750.16,38.96373496090523
2426_169_11_1084,-3.0306871992807345,190288967807.12778,2000.0,8.23,1371513766562.7812,10.0,17079644604375.984,39.965846367568034
2426_169_11_1085,-3.051169458351065,195839934353.7639,2000.0,8.23,1601119871463.4644,10.0,19938960176925.31,44.87433423221714
2426_169_11_1086,-3.00002359287998,192159163993.73364,2000.0,8.23,1496818579776.312,10.0,18640082223801.703,43.85692340815816
2426_169_11_1087,-3.02866112656734,192714336883.17194,2000.0,8.23,1280396794216.8057,10.0,15944952745616.008,36.87830248473584
2426_169_11_1088,-2.997771123903236,191766542110.25272,2000.0,8.23,1334507701623.0002,10.0,16618803121929.965,39.22520261056039
2426_169_11_1089,-3.046209901259548,188613017114.40656,2000.0,8.23,1353470130780.3943,10.0,16854944791623.604,39.4842956437312
2426_169_11_1090,-3.0222564275812704,196450905386.0061,2000.0,8.23,1164216132048.768,10.0,14498139401041.156,32.99926443571808
2426_169_11_1091,-3.137252084014488,188943213916.05817,2000.0,8.23,1253947176459.8494,10.0,15615572113628.217,34.899373928240834
2426_169_11_1092,-2.9875893177515582,196792759808.83356,2000.0,8.23,1430171707415.156,10.0,17810119797121.496,41.17150290924998
2426_169_11_1093,-3.0216620831940464,192699427350.475,2000.0,8.23,1498503483335.3472,10.0,18661064553460.035,43.31421777699104
2426_169_11_1094,-3.0375526336288368,193658910369.77527,2000.0,8.23,1538000519898.7666,10.0,19152926439119.33,43.88716810856707
2426_169_11_1095,-3.014163686460713,192687020919.9147,2000.0,8.23,1101706423037.9177,10.0,13719697623599.902,31.96592439763114
2426_169_11_1096,-3.0003317834519665,193934145387.92862,2000.0,8.23,1339681996822.9165,10.0,16683239312981.97,38.88758071648561
2426_169_11_1097,-3.0119822766903637,191379881657.2248,2000.0,8.23,1803661656532.4705,10.0,22461240150231.125,52.747773288343055
2426_169_11_1098,-2.950802313159627,191608097020.35968,2000.0,8.23,1664727267899.1353,10.0,20731071602867.15,50.13004536842121
2426_169_11_1099,-2.9982223534120043,191938727418.61282,2000.0,8.23,1468066417956.5896,10.0,18282027702249.883,43.10250514277769
2426_169_11_1100,-2.9857211685061857,194053307520.53995,2000.0,8.23,1159234840822.9797,10.0,14436106714325.527,33.87441584436871
2426_169_11_1101,-2.998754931975899,192674055595.01346,2000.0,8.23,1109892917297.47,10.0,13821645132927.01,32.453545381109514
2426_169_12_1102,-2.9796824822815786,188684518308.97247,2000.0,8.23,1760371656709.8599,10.0,21922143985161.863,53.06336027130325
2426_169_12_1103,-3.053752315351365,185306086694.8062,2000.0,8.23,1520841725808.3127,10.0,18939245678452.168,44.98953488796205
2426_169_12_1104,-3.0851169455889362,184244738165.36026,2000.0,8.23,1138448164675.1038,10.0,14177247452561.25,33.34695800999636
2426_169_12_1105,-3.061966835333887,187538275766.30548,2000.0,8.23,1342417537973.0076,10.0,16717305373260.238,39.07863521640387
2426_169_12_1106,-3.049968809728085,187769220635.23734,2000.0,8.23,1552495920257.1401,10.0,19333439600966.496,45.40890161372796
2426_169_12_1107,-3.014048220652808,185231543594.21484,2000.0,8.23,1559924001046.646,10.0,19425942485786.457,47.085512301601895
2426_169_12_1108,-3.054693867685477,186186843218.67203,2000.0,8.23,1456909988812.9238,10.0,18143095196085.355,42.87433476747645
